Player,Pos,Conf_Major,NCAA_AdjTempo,NCAA_AdjOE,NCAA_AdjDE,NCAA_TeamID,NCAA_Year,NCAA_GP,NCAA_GS,NCAA_MIN_PG,NCAA_FGpct_PG,NCAA_3PM_PG,NCAA_3Ppct_PG,NCAA_FTM_PG,NCAA_FTpct_PG,NCAA_OFF_PG,NCAA_DEF_PG,NCAA_AST_PG,NCAA_STL_PG,NCAA_BLK_PG,NCAA_PF_PG,NCAA_TOV_PG,NCAA_PTS_PG,NCAA_DblDbl,NCAA_TplDbl,NCAA_HOB,NCAA_Ast_TO,NCAA_Stl_TO,NCAA_FT_FGA,NCAA_W,NCAA_L,NCAA_Winpct,NCAA_OWS,NCAA_DWS,NCAA_WS,NCAA_TSpct,NCAA_eFGpct,NCAA_USGpct,NCAA_TotalSpct,NCAA_PPR,NCAA_PPS,NCAA_ORtg,NCAA_DRtg,NCAA_PER,Height,Weight,Wingspan,NCAASeasons,AgeAtDraft,HighestLevelReached,NBA_OWS,NBA_DWS,NBA_WS,NBA_PER
Raymond-Felton,1,1,73.06,122.47,89.7,2,2005,36,35,31.7,0.455,1.94,0.44,2.61,0.701,0.64,3.69,6.92,2,0.31,1.97,3.58,12.89,7,0,0.361,1.93,0.56,0.41,33,3,0.917,2.55,2.85,5.4,0.589,0.561,20.41,159.63,2.79,1.41,113.6,93.1,17.99,73,205,76.25,3,20.93086927,NBA,3.01,7.47,10.48,28.94
Kirk-Snyder,2,2,68.71,112.28,92.01,345,2004,34,33,31.7,0.432,1.59,0.348,4.88,0.731,1.91,3.82,3.44,1.03,0.65,2.09,3.5,18.82,3,0,0.363,0.98,0.29,0.47,25,9,0.735,2.63,2.24,4.87,0.539,0.488,31.92,151.18,3.63,1.32,107.7,96.4,21.59,78,225,81,3,20.99110198,NBA,1.81,1.53,3.35,26.54
Josh-Akognon,1,2,71.61,112.33,103.86,108,2008,32,32,31.7,0.449,3.62,0.393,3.34,0.899,0.56,2.78,1.5,1.38,0.12,2.22,1.72,20.22,0,0,0.274,0.87,0.8,0.25,23,9,0.719,4.26,1.43,5.69,0.612,0.572,26.99,174.15,2.14,1.37,124.2,101.1,23.6,71,175,78.5,4,23.3045859,NBA,0.04,0,0.04,17.04
Keith-Langford,1,1,69.42,112.31,91.42,54,2004,33,32,31.7,0.478,1.15,0.358,3.18,0.665,2,2.97,3.45,1.06,0.58,2.3,2.39,15.48,2,0,0.334,1.44,0.44,0.41,24,9,0.727,2.67,2,4.67,0.56,0.528,24.83,150.07,0.27,1.34,112.8,98.2,19.5,76,202,81,4,21.71115674,NBA,0.04,0.02,0.02,0.85
Kevin-Pangos,1,2,64.79,113.1,94.71,332,2012,33,32,31.7,0.434,2.39,0.405,2.94,0.851,0.24,2.48,3.36,1.21,0.06,1.7,1.82,13.64,0,0,0.301,1.85,0.67,0.36,26,7,0.788,3.84,1.43,5.28,0.608,0.559,21.36,168.95,1.37,1.42,122.4,97.4,19.53,74,185,71.5,4,22.34360027,International,0,0,0,0
Terran-Petteway,2,1,64.75,108.78,96.14,57,2014,32,32,31.7,0.425,1.5,0.327,5.22,0.819,0.91,3.94,1.62,0.91,0.75,3.19,2.75,18.03,2,0,0.324,0.59,0.33,0.48,19,13,0.594,2.05,1.7,3.75,0.552,0.481,32.42,157,5.38,1.35,105.2,99.7,20.26,78,209,83.25,3,22.64476386,International,0,0,0,0
David-Huertas,2,1,66.25,111.37,104.18,260,2009,30,28,31.7,0.417,2.57,0.355,4.43,0.806,1.27,3.27,2.27,0.9,0.2,2.2,2.37,18.07,0,0,0.308,0.96,0.38,0.41,15,15,0.5,3.49,0.77,4.27,0.569,0.514,28.28,157.8,2.64,1.36,116.9,106.8,22.08,77,197,81,3,22.99794661,International,0,0,0,0
LeBryan-Nash,2,1,63.29,111.77,96.85,59,2015,31,31,31.7,0.462,0.06,0.1,5.61,0.791,1.19,4.48,2,0.77,0.94,2.97,3.23,17.16,3,0,0.34,0.62,0.24,0.57,17,14,0.548,1.99,1.69,3.69,0.543,0.465,32.86,135.32,6.06,1.38,102.4,96.9,20.51,79,235,82,4,22.91854894,International,0,0,0,0
Byron-Eaton,1,1,69.33,116.43,98.1,59,2009,35,35,31.7,0.421,0.66,0.299,5.94,0.773,0.8,2.86,5.69,2.2,0.09,3.51,3.54,14.31,1,0,0.352,1.6,0.62,0.84,23,12,0.657,3.04,1.55,4.59,0.558,0.456,25.35,149.25,0.72,1.56,110,100.9,19.87,71,210,75,4,22.4366872,D-League,0,0,0,0
Matt-Bouldin,2,2,67.08,117.53,93.02,332,2009,34,32,31.7,0.491,1.62,0.423,2.82,0.744,0.74,3.32,3.38,1.53,0.15,1.56,1.68,13.62,1,0,0.28,2.02,0.91,0.41,28,6,0.824,3.8,2.43,6.23,0.61,0.577,20.6,165.78,1.81,1.46,123.9,92.4,21.48,77,225,77,4,22.37097878,International,0,0,0,0
Kadeem-Batts,3,1,64.91,107.9,97.15,71,2013,34,34,31.7,0.478,0,0,3.76,0.692,2.97,4.26,1.03,0.65,0.68,3.59,2.12,14.82,5,0,0.278,0.49,0.31,0.47,19,15,0.559,2.5,1.61,4.12,0.524,0.478,25.89,117.03,4.56,1.28,107,97.8,18.62,81,244,86,5,22.90485969,International,0,0,0,0
Arthur-Johnson,3,1,65.64,113.48,100.4,56,2004,30,29,31.7,0.548,0,0,3.5,0.644,2.77,4.7,1.07,1.03,1.6,2.87,2.07,16.37,8,0,0.292,0.52,0.5,0.46,16,14,0.533,2.68,1.41,4.09,0.572,0.548,25.7,119.25,4.22,1.39,115.2,102.5,23.33,81,255,87,4,22.4476386,International,0,0,0,0
Herb-Pope,3,1,64.77,106.74,94.56,73,2012,33,33,31.7,0.471,0.52,0.354,2.91,0.615,3.42,6.97,1.48,1.06,1.7,3.03,2.64,15.12,17,0,0.296,0.56,0.4,0.38,21,12,0.636,2.37,2.29,4.66,0.515,0.491,28.5,144.03,5.36,1.22,102.7,89.2,22.98,80,235,84,4,23.40588638,International,0,0,0,0
Mike-Conley,1,1,64.85,120.98,91.65,103,2007,39,39,31.6,0.518,0.54,0.304,2.56,0.694,0.69,2.74,6.1,2.23,0.26,1.54,2.21,11.31,1,0,0.387,2.77,1.01,0.47,35,4,0.897,4.05,2.74,6.8,0.584,0.552,19.67,151.66,6.06,1.43,121,93.3,22.38,73,175,77.75,1,19.6386037,NBA,7.07,5.78,12.84,32.82
Trevor-Ariza,2,1,63.21,102.66,101.41,241,2004,25,24,31.6,0.426,0.72,0.237,2.28,0.5,2.44,4.04,2.08,1.68,0.44,2.76,3.24,11.56,3,0,0.256,0.64,0.52,0.45,9,16,0.36,0.18,1.36,1.19,0.474,0.462,25.3,116.31,5.82,1.15,89.7,100,13.65,80,215,86,1,18.92128679,NBA,2.37,3.28,5.65,29.3
Tony-Allen,1,1,64.79,118.5,91.13,59,2004,35,34,31.6,0.505,0.63,0.297,3.74,0.675,1.8,3.74,3.11,2.06,0.86,3,2.8,16.03,2,0,0.314,1.11,0.73,0.48,31,4,0.886,3.07,3.09,6.16,0.565,0.532,27.48,147.75,2.31,1.39,112.4,89.1,23.29,76,213,81,2,22.38740589,NBA,1.25,4.17,5.2,25.36
DeAndre-Liggins,1,1,65.02,117.83,92.01,258,2011,38,27,31.6,0.424,0.95,0.391,1.79,0.648,0.58,3.45,2.53,1.21,0.74,2.47,1.45,8.63,0,0,0.208,1.75,0.84,0.4,29,9,0.763,1.76,2.39,4.14,0.523,0.492,15.82,146.32,0.75,1.24,108.6,95.6,13.58,78,209,83.25,3,23.16769336,NBA,0.5,1.47,1.12,16.85
Joe-Alexander,2,1,63.77,114.63,93.34,77,2008,36,34,31.6,0.462,0.31,0.268,4.39,0.814,1.89,4.5,2.44,0.75,1.47,2.86,2.22,16.86,6,0,0.319,1.1,0.34,0.41,25,11,0.694,3.56,2.46,6.02,0.536,0.474,28.85,154.48,1.93,1.28,112.2,93.5,23.22,80,230,83.5,3,21.43189596,NBA,0.31,0.68,0.42,12.84
Jacob-Pullen,1,1,69.39,116.13,90.61,55,2010,37,37,31.6,0.419,2.97,0.396,5.49,0.822,0.43,2.16,3.38,1.81,0.05,2.41,2.51,19.32,1,0,0.332,1.34,0.72,0.51,29,8,0.784,5.19,2.13,7.32,0.599,0.533,27.51,163.63,0.79,1.49,123.8,97,23.44,73,200,77.5,4,21.55509925,NBA,0.03,0.01,0.02,1.84
Juan-Fernandez,1,2,60.39,107.79,87.67,27,2010,34,30,31.6,0.427,2.15,0.453,1.79,0.847,0.29,2.09,3.59,0.94,0.06,2.5,1.94,12.65,0,0,0.324,1.85,0.48,0.21,29,5,0.853,2.56,2.27,4.84,0.564,0.532,23.06,172.72,1.55,1.24,111.1,94,16.8,76,180,75.5,4,21.86173854,International,0,0,0,0
Ralston-Turner,1,1,64.09,114.85,98.92,36,2015,36,36,31.6,0.394,2.61,0.367,1.86,0.838,0.61,2.64,0.97,0.61,0.17,2.39,1.03,12.81,0,0,0.207,0.95,0.59,0.21,22,14,0.611,2.82,1.08,3.9,0.55,0.517,20.98,159.84,1.22,1.21,116.3,104.8,15.14,78,205,78.5,4,23.69062286,International,0,0,0,0
Steven-Gray,1,2,66.13,112.08,95.63,332,2011,34,34,31.6,0.41,2.09,0.372,2.5,0.759,0.62,3.26,4,1.68,0.09,2.41,2.15,13.94,0,0,0.322,1.86,0.78,0.29,24,10,0.706,2.86,2.1,4.96,0.537,0.501,24.12,154.05,1.64,1.22,112.7,95.9,18.82,77,205,78.5,4,22.14647502,International,0,0,0,0
Kenny-Boynton,1,1,64.24,120.43,97.96,256,2012,37,36,31.6,0.44,2.97,0.407,2.81,0.754,0.54,2.05,2.7,0.76,0.03,1.05,1.41,15.89,0,0,0.294,1.92,0.54,0.32,26,11,0.703,5.12,0.85,5.98,0.599,0.569,24.34,160.1,1.31,1.38,125.1,103.7,21.68,74,190,77.5,4,22.05612594,International,0,0,0,0
Lamar-Butler,1,2,65.87,108.41,106.3,118,2005,29,29,31.6,0.455,3,0.431,2.31,0.736,0.28,2.17,2.41,1.14,0.1,1.76,2.03,15.72,0,0,0.3,1.19,0.56,0.27,16,13,0.552,2.36,1.1,3.46,0.608,0.586,24.19,162.18,1.31,1.37,116.3,106.5,18.54,74,190,77,5,22.44490075,D-League,0,0,0,0
Kenny-Hasbrouck,1,2,67.59,108.64,100.65,173,2008,34,34,31.6,0.442,1.65,0.389,2.71,0.719,0.97,2.35,2.24,2.26,0.18,2.18,1.79,16.06,0,0,0.296,1.25,1.26,0.28,23,11,0.676,2.58,1.63,4.21,0.534,0.504,26.23,154.99,0.92,1.21,109.4,100,20.37,75,194,76.25,4,22.7980835,International,0,0,0,0
DJ-Cooper,1,2,66.48,106.6,97.54,179,2013,34,34,31.6,0.424,2.24,0.364,3.06,0.703,0.44,2.76,7.12,2.03,0.18,1.56,3.53,14.12,6,0,0.441,2.02,0.57,0.42,24,10,0.706,2.98,2.05,5.03,0.566,0.531,26.46,149.01,3.76,1.36,108.1,93.7,21.36,71,173,77,4,22.48596851,International,0,0,0,0
Torin-Francis,3,1,64.56,113.42,100.39,69,2004,20,19,31.6,0.544,0,0,4.4,0.682,3.05,5.9,1.15,0.35,1.75,2.35,2.5,14.2,7,0,0.257,0.46,0.14,0.72,11,9,0.55,1.55,0.82,2.37,0.589,0.544,24.43,122.66,5.64,1.58,112.6,104.4,21.7,81,252,85.25,4,22.93223819,International,0,0,0,0
JR-Pinnock,1,2,71.25,110.32,95.65,19,2006,30,30,31.6,0.485,0.83,0.275,2.77,0.669,1.6,3.63,3.03,2.4,0.47,1.97,2.03,14.53,3,0,0.302,1.49,1.18,0.37,27,3,0.9,2.44,2.31,4.76,0.549,0.522,22.76,142.93,0.03,1.29,113.2,90.8,21.08,77,207,79.5,3,22.47227926,International,0,0,0,0
Richard-Howell,3,1,66.75,116.81,99.82,36,2013,35,35,31.6,0.57,0,0,2.26,0.648,3.74,7.11,1.71,1.03,0.91,3,1.63,12.71,18,0,0.247,1.05,0.63,0.38,24,11,0.686,3.77,1.77,5.55,0.587,0.57,19.75,121.76,1.49,1.39,122.2,96.7,23.45,80,257,82.25,4,22.68035592,International,0,0,0,0
Jamon-Lucas,1,1,63.69,112.38,95,38,2007,34,33,31.6,0.461,0.44,0.268,1.97,0.632,1.09,3.41,4.53,2.76,0.53,2.94,2.26,11.41,1,0,0.346,2,1.22,0.32,22,12,0.647,1.99,2.63,4.62,0.507,0.483,22.49,136.08,2.48,1.17,105.9,91.1,20.84,75,210,79.5,4,22.86926762,International,0,0,0,0
Jordair-Jett,1,2,65.61,105.74,90.01,25,2014,34,33,31.6,0.49,0.21,0.189,3.71,0.6,0.94,3.09,4.82,1.5,0.53,1.85,2.85,13.85,2,0,0.402,1.69,0.53,0.61,27,7,0.794,1.74,2.68,4.42,0.53,0.5,26.12,127.9,1.14,1.37,104.2,91.1,18.59,73,215,76.5,4,22.78986995,International,0,0,0,0
Darren-Collison,1,1,65.3,119.51,95.58,241,2009,35,35,31.5,0.507,1.17,0.394,3.26,0.898,0.46,1.94,4.74,1.6,0.14,1.51,2.31,14.43,0,0,0.353,2.05,0.69,0.37,26,9,0.743,4.52,1.7,6.22,0.623,0.567,23.04,179.91,2.74,1.46,124.7,99.5,22.85,72,175,75,4,21.77412731,NBA,7.83,3.51,11.35,32.22
Nate-Robinson,1,1,71.94,120.56,98.38,163,2005,35,34,31.5,0.463,1.77,0.385,3.89,0.782,1.51,2.34,4.54,1.74,0.17,2.83,2.03,16.4,0,0,0.315,2.24,0.86,0.43,29,6,0.829,4.69,0.76,5.45,0.587,0.539,22.86,162.98,3.41,1.41,127.1,111.8,25.65,69,180,73,3,21.00205339,NBA,6.92,2.21,9.14,34.14
Terrence-Jones,3,1,65.02,117.83,92.01,258,2011,38,35,31.5,0.442,0.68,0.329,4.13,0.646,2.42,6.42,1.58,1.13,1.89,2.39,1.97,15.66,13,0,0.265,0.8,0.57,0.52,29,9,0.763,3.04,3.16,6.2,0.512,0.47,28.27,141.73,2.93,1.28,108.7,89,23.79,81,255,86.25,2,20.39425051,NBA,6.31,3.74,10.04,36.91
Dante-Cunningham,2,1,68.28,114.43,90.54,76,2009,38,38,31.5,0.525,0,0,3.26,0.697,2.61,4.84,1.24,1.24,1.24,2.71,2.16,16.11,11,0,0.294,0.57,0.57,0.38,30,8,0.789,3.28,2.49,5.76,0.557,0.525,25.71,122.14,4.05,1.32,112,94.1,22.43,80,230,83,4,22.11088296,NBA,2.1,3.09,5.19,25.74
Jon-Brockman,3,1,68.55,109.73,98.37,163,2008,32,30,31.5,0.537,0,0,2.94,0.519,4.41,7.16,1.09,0.62,0.28,2.94,2.34,17.75,23,0,0.308,0.47,0.27,0.41,16,16,0.5,2.96,1.7,4.66,0.539,0.537,28.42,105.68,4.98,1.29,111.2,98.3,24.53,79,255,79.75,4,22.20123203,NBA,2.05,1.37,3.42,22.07
Michael-Beasley,3,1,69.67,114.16,95.26,55,2008,33,32,31.5,0.532,1.09,0.379,6.55,0.774,3.97,8.39,1.15,1.27,1.64,2.58,2.88,26.24,28,0,0.377,0.4,0.44,0.48,21,12,0.636,5.99,3.01,9,0.61,0.563,35.08,168.52,6.37,1.5,124.8,86.2,37.15,80,235,84.25,1,19.39219713,NBA,1.96,5.79,7.74,33.25
Malik-Hairston,2,1,65.82,118.76,103.09,238,2008,31,31,31.5,0.525,1.68,0.433,3.26,0.732,1.45,3.39,2.13,0.61,0.84,2.9,1.77,16.29,0,0,0.293,1.2,0.35,0.41,17,14,0.548,3.71,0.52,4.23,0.63,0.603,24.29,169.06,1.09,1.51,123.9,109.9,21.9,78,220,81,4,21.27036277,NBA,0.48,0.71,0.9,23.21
Tony-Mitchell,2,1,63.93,104.6,90.9,253,2011,37,32,31.5,0.522,0.84,0.316,2.08,0.658,2.62,4.49,1.32,1.59,1.11,2.41,1.73,15.24,6,0,0.298,0.77,0.92,0.27,25,12,0.676,3.64,3.19,6.83,0.573,0.557,24.66,149.62,2.74,1.29,116.6,88.1,24.55,78,216,87,3,22.81724846,NBA,0.05,0.01,0.04,30.67
Royce-White,3,1,65.83,113.87,97.18,53,2012,34,29,31.5,0.534,0.12,0.333,3,0.498,2.5,6.79,5,1.18,0.94,2.62,3.82,13.41,11,1,0.407,1.31,0.31,0.62,23,11,0.676,2.59,1.81,4.4,0.536,0.54,26.55,136.44,1.57,1.39,103.3,94.2,22.01,80,268,84,2,21.14442163,NBA,0.02,0,0.03,8.33
Aaron-White,2,1,63.67,114.17,95.15,98,2015,34,34,31.5,0.521,0.62,0.356,5.74,0.819,2.09,5.21,1.41,1.32,0.47,1.56,1.21,16.41,4,0,0.267,1.17,1.1,0.73,22,12,0.647,5.14,2.23,7.37,0.633,0.553,23.52,169.66,0.85,1.7,133.9,93.2,27.6,81,220,83.5,4,22.72142368,International,0,0,0,0
Terry-Whisnant,1,2,61.22,103.72,108.61,128,2015,33,33,31.5,0.401,2.33,0.37,2.06,0.764,0.76,1.88,1.82,0.94,0.09,1.79,1.21,12.33,0,0,0.255,1.5,0.78,0.27,14,19,0.424,2.35,0.73,3.07,0.551,0.518,21.51,153.48,0,1.24,112.4,107.5,15.67,75,185,77,3,23.57015743,International,0,0,0,0
Damen-Bell-Holter,3,2,64.88,106.64,104.41,314,2013,35,34,31.5,0.512,0.14,0.278,4.54,0.754,3.34,6.03,1.2,0.54,1.34,2.94,2.03,15.54,14,0,0.261,0.59,0.27,0.57,20,15,0.571,4.11,1.76,5.86,0.577,0.519,25.08,154.35,3.88,1.47,118.9,96.9,24.57,81,245,83,4,23.13483915,International,0,0,0,0
Mykal-Riley,2,1,66.65,110.89,101.69,253,2008,33,32,31.5,0.448,3.12,0.433,1.64,0.75,1.39,3.76,1.76,1.64,0.58,2.06,1.76,14.94,2,0,0.246,1,0.93,0.19,17,16,0.515,3.12,1.33,4.45,0.602,0.585,21.86,163.08,1.81,1.31,119.7,102.4,20.98,78,180,82.5,2,22.88295688,International,0,0,0,0
Brandon-Young,1,1,70.67,105.47,105.91,65,2013,32,32,31.5,0.438,0.97,0.313,4.5,0.742,0.84,2.5,4.56,1.53,0.16,1.72,2.69,16.72,0,0,0.385,1.7,0.57,0.47,11,21,0.344,2.8,0.72,3.52,0.532,0.476,28.04,149.34,1.05,1.3,108.3,105.8,21.11,76,192,77,4,22.54072553,International,0,0,0,0
Brock-Motum,3,1,62.8,109.7,102.37,244,2012,34,32,31.5,0.554,0.85,0.397,4.24,0.738,1.82,4.53,1.59,0.56,0.41,2.21,3.03,18.03,3,0,0.343,0.52,0.18,0.49,18,16,0.529,3.98,1.06,5.04,0.626,0.591,29.9,168.99,6.59,1.54,112.5,101.2,24.06,82,235,82.5,4,22.6255989,International,0,0,0,0
Terrico-White,1,1,68.71,112.95,97.18,260,2010,35,34,31.5,0.43,1.74,0.341,2.43,0.714,1.57,3,1.49,0.86,0.2,1.77,1.29,15.14,0,0,0.247,1.16,0.67,0.27,24,11,0.686,2.97,1.36,4.32,0.526,0.498,23.91,148.46,0.89,1.19,114,102.9,18.08,77,215,81,2,20.23545517,International,0,0,0,0
Lawrence-Hill,3,1,65.92,109.66,97.3,240,2007,31,31,31.5,0.509,1.61,0.41,2.55,0.699,1.77,4.26,1.81,0.71,1.06,1.97,1.74,15.71,1,0,0.302,1.04,0.41,0.32,18,13,0.581,3.11,1.34,4.45,0.6,0.58,23.88,161.75,1.67,1.38,119.6,101.9,22.07,80,235,86.5,4,21.79329227,International,0,0,0,0
Charles-Rhodes,3,1,66.59,108.25,91.48,261,2008,31,29,31.5,0.562,0.1,0.5,3.45,0.673,2.87,4.94,0.94,0.52,1.35,2.39,2.39,17.35,10,0,0.303,0.39,0.22,0.42,20,11,0.645,3.01,1.89,4.9,0.589,0.566,26.99,173.46,5.45,1.41,113.8,95.8,23.71,80,240,84,4,22.93497604,International,0,0,0,0
Matt-Bonner,3,1,64.96,116.49,94.36,256,2003,33,33,31.4,0.51,1.91,0.474,2.24,0.733,2.12,3.97,1.48,1.06,0.61,2.12,1.64,15.18,3,0,0.262,0.91,0.65,0.28,25,8,0.758,3.71,1.93,5.64,0.619,0.598,22.87,171.62,2.11,1.4,122.4,95.8,22.32,82,235,80.75,4,23.15400411,NBA,7.11,3.82,10.94,29.46
Alec-Burks,1,1,66.82,117.74,104.29,52,2011,38,37,31.4,0.469,0.74,0.292,6.55,0.825,2.39,4.11,2.95,1.08,0.32,2.34,2.61,20.5,5,0,0.343,1.13,0.41,0.56,24,14,0.632,5.73,1.37,7.1,0.574,0.495,32.31,158.53,1.99,1.46,120.4,104,27.6,78,214,82.5,2,19.86584531,NBA,3.76,0.93,4.69,29.64
Sonny-Weems,2,1,66.54,111.43,96.24,254,2008,34,34,31.4,0.464,1.59,0.37,1.79,0.803,1.65,2.82,2.62,1.32,0.24,2.18,2.82,14.97,1,0,0.313,0.93,0.47,0.18,22,12,0.647,2.33,1.54,3.87,0.552,0.527,25.29,163.6,3.33,1.2,107.8,100.8,18.08,78,205,82,2,21.90006845,NBA,1.54,0.42,1.81,16.53
Reggie-Bullock,1,1,69.56,112.21,95.07,2,2013,35,35,31.4,0.483,2.51,0.436,1.6,0.767,2.03,4.43,2.89,1.26,0.29,1.43,1.23,13.94,4,0,0.274,2.35,1.02,0.21,24,11,0.686,4.13,1.79,5.92,0.625,0.607,18.53,168.59,2.05,1.37,130.4,96.5,22.39,79,205,80.75,3,22.21218344,NBA,0.93,0.65,1.58,22.05
Pape-Sow,3,2,59.85,101.41,108.89,108,2003,18,16,31.4,0.512,0.83,1.25,4.39,0.681,2.78,6.06,0.72,1.39,0.72,3.5,2.5,13.83,8,0,0.225,0.29,0.56,0.72,5,13,0.278,1.72,0.73,2.45,0.579,0.559,24.52,244.35,7.18,1.56,113.8,101.5,23.52,82,224,86,3,22.52429843,NBA,0.28,0.57,0.62,17.43
Mike-Moser,2,2,68.73,109.2,94.24,212,2012,35,34,31.4,0.45,1.26,0.331,2.23,0.78,2.63,7.89,2.29,1.94,1,2.71,2.91,14,15,0,0.279,0.78,0.67,0.24,26,9,0.743,2.29,2.91,5.2,0.537,0.504,25.23,156.07,4.35,1.2,103.2,84.6,21.82,80,211,84.25,4,23.56194387,International,0,0,0,0
CJ-Aiken,2,2,64.98,110.49,99.57,24,2012,34,34,31.4,0.536,0.85,0.305,1.74,0.72,0.94,4.15,1.18,0.44,3.5,1.41,1.09,10.94,1,0,0.208,1.08,0.41,0.31,20,14,0.588,2.83,1.34,4.17,0.612,0.591,16.93,156.06,1,1.4,120.1,98.5,20.8,81,200,85.5,3,22.67761807,International,0,0,0,0
Murphy-Holloway,3,1,69.21,112.29,95.34,260,2013,36,35,31.4,0.556,0.03,0.125,2.58,0.544,3.5,6.22,1.25,1.61,0.69,2.39,2.08,14.5,14,0,0.265,0.6,0.77,0.44,27,9,0.75,3.1,2.62,5.72,0.56,0.557,22.83,122.47,3.74,1.36,112.2,89.5,23.44,79,240,83.5,5,23.10472279,International,0,0,0,0
Brian-Cook,3,1,67.79,113.17,88.69,3,2003,30,30,31.3,0.479,0.9,0.303,5.6,0.82,1.47,6.1,2,0.67,0.43,2.93,2.77,19.97,8,0,0.331,0.72,0.24,0.49,23,7,0.767,3.18,2.23,5.41,0.577,0.511,32.98,160.16,4.62,1.42,111.1,90.7,23.9,81,234,86,4,22.48870637,NBA,4.47,1.92,6.39,29.72
Kyle-OQuinn,2,2,66.64,100.87,102.68,194,2012,36,36,31.3,0.573,0.17,0.188,4.33,0.696,3.17,7.17,1.42,0.69,2.61,3.25,2.64,15.89,20,0,0.294,0.54,0.26,0.63,26,10,0.722,4.12,2.38,6.5,0.616,0.581,24.84,145.66,5.38,1.6,116.1,90,27.26,82,250,89,4,22.18480493,NBA,2.53,3.76,6.29,36.95
Al-Farouq-Aminu,2,1,68.69,107.12,93,39,2010,31,30,31.3,0.447,0.58,0.273,4.48,0.698,4.29,6.42,1.32,1.42,1.42,2.94,3.19,15.84,19,0,0.256,0.41,0.44,0.53,20,11,0.645,2.04,2.39,4.43,0.524,0.471,27.58,141.77,7.04,1.31,105,90.6,23.03,81,220,87.25,2,19.69336071,NBA,1.98,4.33,6.32,27.98
Javaris-Crittenton,1,1,67.22,116.86,97.25,33,2007,32,31,31.3,0.45,1.12,0.356,3.38,0.783,0.88,2.84,5.75,2.03,0.06,2.09,3.88,14.38,3,0,0.366,1.48,0.52,0.39,20,12,0.625,2.49,1.68,4.17,0.552,0.501,25.6,158.92,0.13,1.31,108.8,98.8,19.66,77,200,77.5,1,19.41683778,NBA,0.51,0.11,0.4,20.65
Marcus-Landry,2,1,59.07,113.33,95.71,106,2009,33,33,31.3,0.502,0.88,0.367,1.73,0.626,1.61,2.97,1.55,0.76,1.03,2.39,1.64,12.67,1,0,0.295,0.94,0.46,0.27,20,13,0.606,2.57,1.72,4.29,0.558,0.545,24.41,149.5,2.2,1.26,110.9,98.2,20.02,79,230,81,4,23.58110883,NBA,0.14,0.01,0.13,34.51
Willie-Warren,2,1,66.65,118.28,93.69,4,2009,36,34,31.3,0.473,1.86,0.372,3.17,0.781,0.5,1.72,3.14,1.14,0.06,2.25,2.22,14.58,0,0,0.29,1.41,0.51,0.4,30,6,0.833,3.68,1.34,5.02,0.606,0.565,22.44,162.56,0.4,1.44,119.6,103,18.49,76,200,78,2,20.60780287,NBA,0.08,0.04,0.13,10.91
Ricky-Minard,1,2,67.62,109.59,108.06,229,2003,29,28,31.3,0.516,1.86,0.367,5.14,0.837,1.48,4.76,4.03,2.17,0.59,2.66,3.07,22.52,2,0,0.4,1.31,0.71,0.41,20,9,0.69,5.55,1.67,7.22,0.627,0.578,33.33,172.05,1.26,1.5,125.6,96,34.38,76,200,79.25,4,21.72210815,International,0,0,0,0
Xavier-Thames,1,2,62.29,110.38,90,5,2014,36,36,31.3,0.411,1.69,0.372,5.44,0.834,0.58,2.31,3.22,1.64,0.14,1.97,1.42,17.58,0,0,0.348,2.27,1.16,0.51,31,5,0.861,4.84,2.85,7.69,0.557,0.478,28.57,161.74,2.45,1.39,124.9,90.8,25.07,75,187,76,4,23.36481862,International,0,0,0,0
Pierria-Henry,1,2,66.79,109.91,107.99,15,2015,32,30,31.3,0.402,0.66,0.276,2.88,0.793,1.34,3.84,5.41,2.38,0.69,2.53,2.47,10.22,0,0,0.326,2.19,0.96,0.44,14,18,0.438,2.11,1.59,3.7,0.509,0.442,20.15,147.17,3.53,1.23,109.1,98.3,19.65,77,197,80,4,22.36002738,International,0,0,0,0
David-Teague,1,1,66.5,110.72,92.41,105,2007,34,34,31.3,0.44,2.47,0.412,1.44,0.754,1.47,3.5,1.97,0.71,0.15,1.94,1.85,14.32,1,0,0.289,1.06,0.38,0.16,22,12,0.647,2.75,1.85,4.6,0.563,0.545,24,160.59,1.73,1.21,113.4,98.2,18.29,77,196,77.75,5,23.99178645,International,0,0,0,0
Isaiah-Armwood,2,2,66.51,100.45,95.11,19,2013,30,30,31.3,0.506,0.07,0.154,2.93,0.688,2.53,6.23,1.63,0.97,2.27,2.57,2.6,11.93,9,0,0.25,0.63,0.37,0.48,13,17,0.433,1.54,2.05,3.59,0.549,0.509,21.09,134.7,4.71,1.35,103.8,90.9,19.87,81,208,82,4,23.42505133,International,0,0,0,0
Robert-Covington,2,2,65.3,101.07,100.95,232,2012,33,32,31.2,0.525,1.97,0.448,3.03,0.775,2.88,5,1.3,1.55,1.36,2.97,2.33,17.79,9,0,0.328,0.56,0.66,0.32,20,13,0.606,4.53,1.9,6.43,0.634,0.606,27.09,174.83,4.8,1.46,120.7,92.6,28.88,81,225,86,4,22.46406571,NBA,3.35,6.78,10.12,27.62
