Player,Pos,Conf_Major,NCAA_AdjTempo,NCAA_AdjOE,NCAA_AdjDE,NCAA_TeamID,NCAA_Year,NCAA_GP,NCAA_GS,NCAA_MIN_PG,NCAA_FGpct_PG,NCAA_3PM_PG,NCAA_3Ppct_PG,NCAA_FTM_PG,NCAA_FTpct_PG,NCAA_OFF_PG,NCAA_DEF_PG,NCAA_AST_PG,NCAA_STL_PG,NCAA_BLK_PG,NCAA_PF_PG,NCAA_TOV_PG,NCAA_PTS_PG,NCAA_DblDbl,NCAA_TplDbl,NCAA_HOB,NCAA_Ast_TO,NCAA_Stl_TO,NCAA_FT_FGA,NCAA_W,NCAA_L,NCAA_Winpct,NCAA_OWS,NCAA_DWS,NCAA_WS,NCAA_TSpct,NCAA_eFGpct,NCAA_USGpct,NCAA_TotalSpct,NCAA_PPR,NCAA_PPS,NCAA_ORtg,NCAA_DRtg,NCAA_PER,Height,Weight,Wingspan,NCAASeasons,AgeAtDraft,HighestLevelReached,NBA_OWS,NBA_DWS,NBA_WS,NBA_PER
Mike-Scott,3,1,59.26,105.15,89.3,37,2012,32,32,31.2,0.563,0.19,0.3,4.34,0.808,2.19,6.09,1.16,0.66,0.47,1.75,2.09,17.97,10,0,0.35,0.55,0.31,0.45,22,10,0.688,4.65,2.47,7.12,0.62,0.571,30.9,167.1,4.72,1.51,118.4,86.4,29.5,80,237,82.75,5,23.87679671,NBA,3.23,2.64,5.87,28.92
Al-Thornton,2,1,66.22,116.21,98.43,32,2007,35,35,31.2,0.53,1.03,0.444,4.74,0.79,3.03,4.14,0.69,1.51,1.14,2.71,2.49,19.71,6,0,0.286,0.28,0.61,0.46,22,13,0.629,4.82,1.91,6.73,0.616,0.57,30.05,176.54,6.43,1.5,121.5,98,28.72,80,203,85,5,23.4825462,NBA,2.1,1.88,3.98,23.47
Doron-Lamb,1,1,65.38,122.18,89.59,258,2012,40,35,31.2,0.474,1.9,0.466,3.08,0.826,0.38,2.33,1.5,0.47,0.05,1.8,1.1,13.72,0,0,0.214,1.36,0.43,0.4,38,2,0.95,4.93,1.52,6.45,0.624,0.577,19.71,176.6,0.33,1.49,130.7,98.9,18.47,76,210,79,2,20.56947296,NBA,1.21,0.33,0.88,7.89
Alec-Brown,3,2,66.09,101.32,102.2,148,2012,30,29,31.2,0.456,0.13,0.211,3.37,0.771,3.07,5.1,0.83,0.9,2.93,2.7,1.97,13.77,8,0,0.258,0.42,0.46,0.39,15,15,0.5,2.24,1.59,3.82,0.516,0.462,25.46,143.71,4.68,1.22,105.9,94.2,22.94,85,235,85.5,4,21.85626283,International,0,0,0,0
Bernard-King,1,1,70.45,104.39,97.42,61,2003,27,27,31.2,0.442,1.41,0.349,5.15,0.764,0.93,3.04,5.56,1.19,0.15,3.07,3.37,17,3,0,0.427,1.65,0.35,0.57,13,14,0.481,2.46,1.07,3.54,0.566,0.502,28.37,155.44,1.01,1.44,109.4,101.7,20.48,77,185,77.5,4,21.85352498,International,0,0,0,0
Lorrenzo-Wade,2,2,61.77,109.37,93.32,5,2009,26,18,31.2,0.455,0.81,0.323,3.19,0.755,0.73,3.88,2.73,1.19,0.5,2.08,2.69,14,3,0,0.317,1.01,0.44,0.38,18,8,0.692,1.61,1.49,3.1,0.538,0.491,26.83,153.22,2.95,1.27,104.7,96.6,19.1,78,220,84.5,4,23.52087611,International,0,0,0,0
Ricky-Harris,1,2,68.57,102.7,102.58,21,2010,31,30,31.2,0.427,2.19,0.302,3.65,0.729,0.81,2.65,2.94,1.29,0.1,2.29,3.65,19.77,0,0,0.402,0.81,0.35,0.31,11,20,0.355,2.23,0.8,3.04,0.529,0.494,33.88,145.81,5.27,1.21,103.7,106.9,20.14,74,175,75,4,22.80355921,International,0,0,0,0
Jamelle-Hagins,2,2,67.18,103.42,103.45,116,2012,32,32,31.2,0.548,0,0,2.69,0.667,2.69,8.34,0.88,0.66,2.97,3.34,2.28,12.38,15,0,0.245,0.38,0.29,0.46,18,14,0.562,2.32,2.2,4.52,0.575,0.548,21.63,121.44,5.5,1.4,107.7,89.1,23.47,81,230,85,4,22.61738535,International,0,0,0,0
CJ-McCollum,1,2,65.85,108.92,101.59,251,2013,12,12,31.1,0.495,2.75,0.516,5.17,0.849,1,4,2.92,1.42,0.33,1.75,2.67,23.92,0,0,0.415,1.09,0.53,0.38,8,4,0.667,2.04,0.49,2.53,0.628,0.58,35.59,185.98,2.22,1.48,121.8,99.7,31.36,75,190,78.25,4,21.70020534,NBA,9.95,3.92,13.87,36.95
Luol-Deng,2,1,67.67,120.85,88.52,31,2004,37,32,31.1,0.475,1.08,0.36,2.65,0.71,2.22,4.35,1.84,1.32,1.05,2.22,2.24,15.08,6,0,0.273,0.82,0.59,0.31,31,6,0.838,2.8,2.88,5.67,0.55,0.52,24.83,154.56,3.1,1.26,112.7,92.1,20.66,81,220,84.5,1,19.1266256,NBA,8.23,9.21,17.43,34.21
Gorgui-Dieng,3,1,65.82,117.68,84.76,67,2013,33,32,31.1,0.534,0,0,2.21,0.652,3.42,5.97,2,1.33,2.52,2.58,1.79,9.79,10,0,0.225,1.12,0.75,0.48,29,4,0.879,2.53,3.2,5.73,0.562,0.534,17.13,118.6,1.47,1.38,115.7,81.5,22.41,83,240,87.5,3,23.36755647,NBA,6.57,4.79,11.36,31.23
Michael-Kidd-Gilchrist,2,1,65.38,122.18,89.59,258,2012,40,39,31.1,0.491,0.33,0.255,3.58,0.745,2.58,4.85,1.88,0.97,0.95,2.42,2.17,11.9,7,0,0.214,0.86,0.45,0.59,38,2,0.95,3.77,2.54,6.31,0.57,0.511,20.59,149.05,3.04,1.46,115.3,90.7,20.29,79,232,84.5,1,18.68035592,NBA,4.34,5.69,10.03,29.03
Terrence-Ross,2,1,69.11,109.51,97.55,163,2012,35,35,31.1,0.457,2.06,0.371,2.06,0.774,1.37,5.06,1.4,1.26,0.94,2.83,2,16.4,6,0,0.273,0.7,0.63,0.2,24,11,0.686,3.42,1.71,5.14,0.558,0.534,25.3,160.28,3.3,1.22,113.5,95.3,21.5,79,206,79.25,2,21.31964408,NBA,4.05,3.76,7.81,24.93
Kalin-Lucas,1,1,65.33,112.83,92.71,100,2010,33,31,31.1,0.453,1.06,0.354,3.79,0.772,0.67,1.21,3.97,1.21,0.06,1.48,2.42,14.85,0,0,0.335,1.64,0.5,0.45,26,7,0.788,3.11,1.45,4.56,0.556,0.501,25.29,157.84,0.72,1.35,114.3,101.1,18.69,73,195,73.5,4,22.02053388,NBA,0.02,0.01,0.01,0.71
Ahmad-Starks,1,1,69.97,110.97,102.75,239,2012,35,35,31.1,0.396,2.26,0.371,1.09,0.884,0.2,2.06,2.74,1.66,0,2.09,1.4,12.14,0,0,0.256,1.96,1.18,0.11,21,14,0.6,2.33,0.93,3.26,0.519,0.497,20.38,165.05,1.32,1.09,109,102.5,14.84,69,170,71.5,4,22.71868583,International,0,0,0,0
Kyle-Weems,2,2,61.96,113.98,102.92,203,2011,35,35,31.1,0.477,1.89,0.395,2.49,0.791,1.63,5.23,1.4,1.37,0.94,2.66,1.43,16.03,4,0,0.3,0.98,0.96,0.26,26,9,0.743,3.99,2.17,6.16,0.584,0.554,26.72,166.28,1.7,1.31,119.7,95.5,25.75,78,232,82,5,22.77344285,International,0,0,0,0
Luke-Sikma,3,2,63.07,111.5,105.29,335,2011,32,32,31.1,0.526,0.12,0.333,2.81,0.776,3.28,7.25,2.59,1.31,0.78,2.66,2.09,12.88,14,0,0.302,1.24,0.63,0.38,20,12,0.625,3.33,1.84,5.18,0.577,0.533,22.7,163.57,1.21,1.36,118.9,96.9,25,80,235,81.5,4,21.83709788,International,0,0,0,0
Gavin-Grant,2,1,62.73,107.57,101.92,36,2008,31,31,31.1,0.461,1.03,0.39,4,0.761,1.42,3.03,2.94,0.81,0.58,1.84,2.42,13.1,0,0,0.309,1.21,0.33,0.6,15,16,0.484,2.52,0.82,3.34,0.583,0.52,23.27,161.22,1.51,1.5,112.7,106.8,18.54,79,220,81.5,4,23.22245038,D-League,0,0,0,0
Gary-Flowers,3,2,64.49,112.04,101.83,425,2011,31,30,31.1,0.476,1.61,0.407,3.03,0.723,2.52,5.23,1.06,1.06,1.39,2.68,2.42,18.77,9,0,0.32,0.44,0.44,0.28,21,10,0.677,3.67,2.21,5.89,0.558,0.53,31.28,160.57,5.88,1.27,115,92.5,27.61,80,214,88.5,2,25.10882957,International,0,0,0,0
Karl-Cochran,1,2,60.5,105.18,98.47,276,2015,35,35,31.1,0.389,2.8,0.366,1.37,0.649,0.83,5.03,2.69,1.8,1.03,1.91,1.63,14.57,3,0,0.337,1.65,1.11,0.16,28,7,0.8,2.19,2.79,4.98,0.507,0.494,28.69,140.32,0.54,1.09,104.6,88.3,22.18,73,175,77,4,22.72963723,International,0,0,0,0
Chris-Bosh,3,1,68.97,109.08,94.85,33,2003,31,31,31,0.56,0.71,0.468,4.1,0.73,3.06,5.9,1.23,0.97,2.13,2.35,2.32,15.71,13,0,0.248,0.53,0.42,0.58,16,15,0.516,3.29,2.01,5.3,0.633,0.596,22.41,175.76,4.62,1.61,120.7,93.5,24.68,83,235,87.5,1,19.18685832,NBA,15.75,4.83,20.58,46.95
Chandler-Parsons,2,1,63.93,113,97.77,256,2010,34,19,31,0.493,1.12,0.358,2.94,0.662,2.26,4.59,2.59,1.15,0.15,2.06,1.97,12.35,5,0,0.257,1.31,0.58,0.53,21,13,0.618,3.07,1.82,4.88,0.587,0.559,20.19,151.37,0.8,1.47,118.1,98,20.34,82,230,81.5,4,22.5982204,NBA,10.03,4.38,14.41,30.96
Trey-Thompkins,3,1,64.13,109.8,101.12,257,2010,31,29,31,0.483,0.74,0.377,3.61,0.762,2.1,6.23,1.94,0.97,1.16,2.61,2.94,17.71,10,0,0.352,0.66,0.33,0.34,14,17,0.452,2.6,1.53,4.14,0.55,0.509,31.36,162.15,5.36,1.28,108,99.3,24.15,82,245,85,3,21.00752909,NBA,0.13,0.12,0.01,11.57
Donte-Poole,1,2,64.98,108.53,93.19,230,2012,33,33,31,0.441,2.06,0.376,3.48,0.858,0.64,2.97,1.45,1.91,0.15,2.21,1.85,13.97,0,0,0.231,0.79,1.03,0.43,31,2,0.939,3.51,2.16,5.67,0.609,0.549,22.4,167.52,2.92,1.46,119.7,90.1,20.36,75,185,76.25,4,22.70773443,International,0,0,0,0
Kevin-Kruger,1,2,65.2,112.6,95.77,212,2007,31,30,31,0.395,2.58,0.346,3.26,0.835,0.29,2.29,5.13,1,0.13,1.32,1.94,13.45,1,0,0.337,2.65,0.52,0.4,25,6,0.806,3.59,1.32,4.91,0.585,0.528,22.27,157.57,4.93,1.39,123.2,101.9,20.9,73,185,70.75,5,24.08487337,International,0,0,0,0
John-Bryant,3,2,63.72,101.59,99.35,339,2009,33,33,31,0.596,0,0,4.36,0.787,4.24,9.91,1.06,0.52,2.55,2.55,2.48,18.06,26,0,0.339,0.43,0.21,0.48,16,17,0.485,4.89,3.02,7.91,0.64,0.596,28.79,138.32,6.08,1.57,122.9,85.4,35.59,82,282,88.75,4,21.96851472,International,0,0,0,0
Will-Neighbour,3,2,66.32,101.12,105.81,320,2014,25,24,31,0.498,1,0.385,4.84,0.771,1.96,5,1.44,1.28,1.08,1.88,2.56,16.32,6,0,0.279,0.56,0.5,0.6,12,13,0.48,2.1,1.2,3.3,0.604,0.546,25.93,165.34,4.96,1.55,114.3,101.1,22.78,82,225,82.5,3,24.04654346,International,0,0,0,0
Bill-Clark,2,2,70.9,108.04,94.68,17,2011,32,32,31,0.463,2.34,0.379,3.78,0.747,2.09,4.12,2.5,1.47,0.5,3.12,1.97,16.25,5,0,0.278,1.27,0.75,0.46,19,13,0.594,3.66,2.27,5.93,0.609,0.57,23.64,158.86,0.93,1.49,122.1,92.5,22.71,77,205,78.5,4,23.1266256,International,0,0,0,0
Osiris-Eldridge,1,2,62.48,106.25,93.88,201,2008,35,33,31,0.432,2.4,0.385,2.23,0.729,1.6,4.09,1.94,1.34,0.31,2,2.14,15.83,2,0,0.32,0.91,0.63,0.24,25,10,0.714,2.74,2.43,5.17,0.549,0.524,29.32,154.6,2.96,1.22,108.2,92.8,22.02,75,190,76.75,4,21.95208761,International,0,0,0,0
Ovie-Soko,2,2,66.51,110.58,109.04,17,2014,30,30,31,0.467,0.47,0.275,6.5,0.675,2.03,5.97,1.67,0.87,0.63,3.17,2.67,18.37,8,0,0.294,0.62,0.33,0.79,13,17,0.433,2.16,1.12,3.28,0.547,0.486,31.71,141.65,4.92,1.51,107.5,104.7,21.54,80,225,85.25,4,23.31279945,International,0,0,0,0
Channing-Frye,3,1,68.55,116.74,94.52,235,2005,37,37,30.9,0.554,0.08,0.176,3.43,0.83,2.81,4.81,1.92,0.95,2.3,2.57,1.73,15.78,9,0,0.277,1.11,0.55,0.37,30,7,0.811,4.5,1.63,6.13,0.605,0.557,22.87,156.02,1.57,1.42,126.6,104.1,28.22,83,255,86.5,4,22.04243669,NBA,6.9,2.95,9.84,32.94
Jeff-Withey,3,1,66.41,112.75,87.52,54,2013,37,37,30.9,0.582,0.03,1,3.7,0.714,2.14,6.38,0.95,0.76,3.95,2.08,1.97,13.73,13,1,0.223,0.48,0.38,0.6,31,6,0.838,3.45,3.39,6.84,0.621,0.583,21.48,229.53,4.24,1.6,117.8,83,25.43,84,230,86,4,23.23613963,NBA,2.01,2.08,4.08,36.14
DeMarcus-Nelson,1,1,71.47,116.29,89.88,31,2008,34,34,30.9,0.489,1.18,0.388,3.24,0.601,1.44,4.35,2.91,1.56,0.32,2.26,2.47,14.53,1,0,0.281,1.18,0.63,0.52,28,6,0.824,2.56,2.41,4.97,0.563,0.545,23.05,147.81,1.55,1.4,111.4,92.2,19.37,76,200,82,4,22.57905544,NBA,0.34,0.16,0.18,6.68
EJ-Singler,2,1,66.84,114.2,102.39,238,2012,34,34,30.9,0.467,1.44,0.368,3.24,0.909,1.26,4.29,2.24,0.59,0.41,2.62,1.88,13.56,2,0,0.257,1.19,0.31,0.37,24,10,0.706,3.7,0.91,4.62,0.606,0.543,21.56,174.5,1.27,1.43,120.3,102.4,19.45,78,215,79,4,22.98699521,International,0,0,0,0
Daniel-Kickert,3,2,64.88,106.79,97.38,336,2005,34,34,30.9,0.54,1.94,0.471,3.06,0.846,1.97,4.53,1.03,0.44,0.74,2.35,2.24,16.59,4,0,0.293,0.46,0.2,0.34,25,9,0.735,4.48,1.22,5.71,0.666,0.63,24.16,185.67,6.12,1.55,126.5,106.9,28.27,82,250,82.25,4,23.00889802,International,0,0,0,0
Mustapha-Farrakhan,1,1,59.15,104,97.99,37,2011,31,28,30.9,0.42,1.61,0.368,3.35,0.782,0.32,2.52,1.84,0.71,0.32,1.65,2.16,13.48,0,0,0.283,0.85,0.33,0.42,16,15,0.516,1.68,1.13,2.81,0.554,0.5,26.54,157,3.29,1.33,103.9,103.6,16.5,76,180,79,4,22.57631759,International,0,0,0,0
Jordan-Bachynski,3,1,67.41,111.24,96.42,236,2014,33,33,30.9,0.545,0,0,3.42,0.693,2.15,6.09,0.52,0.36,4.03,3,1.45,11.48,12,0,0.179,0.35,0.25,0.67,21,12,0.636,2.07,2.48,4.55,0.59,0.545,18.71,123.83,3.49,1.55,115,91.8,20.26,86,250,88,4,24.73374401,International,0,0,0,0
Nick-Faust,1,2,70.16,108.54,101.9,110,2016,35,33,30.9,0.436,2.46,0.366,3.23,0.685,1.43,4.63,2.23,1.46,0.49,2.57,2.31,17.4,4,0,0.316,0.96,0.63,0.35,20,15,0.571,2.37,1.75,4.12,0.555,0.528,28.62,148.7,2.63,1.3,107.5,99.5,20.78,78,210,82,4,23.26351814,International,0,0,0,0
Cameron-Wright,1,1,62.24,116.85,94.96,70,2014,36,36,30.9,0.456,0.28,0.233,1.75,0.67,0.72,2.53,2.56,1.83,0.17,2.06,1.44,10.47,0,0,0.273,1.77,1.27,0.28,26,10,0.722,1.55,2.2,3.75,0.499,0.471,20.79,135.92,0.9,1.13,106.3,96.6,15.33,77,205,78,5,23.41409993,International,0,0,0,0
David-Laury,2,2,69.69,114.36,106.9,166,2013,25,23,30.9,0.531,0,0,2.88,0.649,3.08,7.24,1.96,1.12,1.56,3.08,2.08,13.12,9,0,0.252,0.94,0.54,0.46,15,10,0.6,2.15,1.03,3.18,0.558,0.531,21.98,117.98,2.37,1.36,113.4,99.5,22.8,81,245,83.5,3,25.14442163,International,0,0,0,0
Brian-Qvale,3,2,62.71,101.83,96.79,80,2011,32,32,30.9,0.626,0,0,3.12,0.645,3.06,5.72,0.69,0.66,2.97,3,2.03,14.94,10,0,0.275,0.34,0.32,0.51,21,11,0.656,3.44,2.77,6.2,0.636,0.626,24.1,127.1,5.48,1.58,119,87.4,27.81,83,255,83,4,22.57357974,International,0,0,0,0
Rudy-Gay,2,1,68.69,117.76,92.33,64,2006,33,33,30.8,0.461,0.85,0.318,3.06,0.732,2,4.36,2.06,1.76,1.58,2.27,2.33,15.24,6,0,0.27,0.88,0.75,0.34,29,4,0.879,2.6,2.57,5.18,0.533,0.495,25.1,151.07,2.93,1.24,111.6,90,21.5,80,230,87,2,19.78918549,NBA,6.72,5.14,11.86,34.21
Shabazz-Muhammad,2,1,68.12,111.1,96.57,241,2013,32,30,30.8,0.443,1.25,0.377,4,0.711,2.72,2.5,0.84,0.72,0.12,1.66,1.59,17.88,3,0,0.263,0.53,0.45,0.39,22,10,0.688,2.98,0.87,3.85,0.528,0.487,30.07,153.15,3.2,1.25,109.9,104.1,20.88,78,223,83.25,1,20.54757016,NBA,4.99,0.25,5.26,30.02
Drew-Gordon,3,2,65.46,110.83,91.38,210,2012,35,34,30.8,0.542,0.06,1,2.94,0.752,3.09,8,1.23,1.09,1,2.23,2.34,13.74,19,0,0.264,0.52,0.46,0.39,28,7,0.8,3.16,3.19,6.34,0.584,0.545,23.67,229.36,5.07,1.39,111.9,81.6,23.71,81,245,83.75,4,21.88911704,NBA,0.19,0.03,0.16,3.74
Nate-Funk,1,2,63.08,114.3,99.98,198,2005,33,33,30.8,0.517,2.03,0.469,3,0.825,1.79,3.27,2.3,0.7,0.3,1.52,1.82,17.76,0,0,0.361,1.27,0.38,0.3,22,11,0.667,4.24,1.52,5.76,0.633,0.6,27.81,181.08,0.94,1.44,125.3,103.4,25.23,75,195,78.25,5,23.56468172,International,0,0,0,0
Gerald-Lee,3,2,62.22,104.99,97.97,124,2009,34,33,30.8,0.542,0.06,0.286,3.53,0.755,2.29,3.38,1.44,0.68,0.82,2.21,2,15.47,4,0,0.295,0.72,0.34,0.43,24,10,0.706,3.49,1.87,5.36,0.586,0.544,25.64,158.2,3.59,1.41,116.7,97,22.96,82,250,83,4,22.52156057,International,0,0,0,0
Josh-Scott,2,1,64.95,107.54,100.46,52,2015,26,25,30.8,0.544,0.04,0.25,4.42,0.752,3.42,5,1.12,0.69,1.77,1.73,0.92,14.46,8,0,0.26,1.21,0.75,0.64,12,14,0.462,3.59,1.1,4.69,0.603,0.546,21.46,154.56,0.58,1.57,133,100.6,27.39,82,245,86,4,22.88569473,International,0,0,0,0
Isaac-Fotu,3,2,66.86,111.02,107.99,342,2014,31,31,30.8,0.584,0.03,0.125,3.19,0.733,2.32,3.81,0.68,0.42,0.77,2.45,1.65,14.9,4,0,0.233,0.41,0.25,0.44,20,11,0.645,2.95,1,3.95,0.617,0.585,21.77,144.22,3.75,1.49,123.1,106.3,20.04,80,235,83,2,21.45106092,International,0,0,0,0
Warren-Carter,3,1,62.03,107.3,89.79,3,2007,34,34,30.8,0.485,0.91,0.419,2.97,0.711,1.79,4.35,2,0.71,0.94,2.56,2.65,13.71,4,0,0.306,0.76,0.27,0.41,22,12,0.647,2.29,2.61,4.91,0.566,0.531,25.55,161.57,4.65,1.35,107.8,90.6,19.85,81,220,85,4,22.10540726,International,0,0,0,0
Mike-Davis,2,1,62.83,106.77,88.06,3,2009,34,34,30.8,0.533,0,0,1.21,0.683,1.76,6.32,1.97,0.68,0.65,2.09,1.5,11.26,9,0,0.277,1.31,0.45,0.19,24,10,0.706,1.99,2.99,4.98,0.548,0.533,21.24,121.6,0.64,1.19,108.1,86.3,19.46,81,225,85,4,22.6091718,International,0,0,0,0
Isaiah-Cousins,1,1,66.68,112.51,89.71,4,2015,35,35,30.8,0.424,1.8,0.45,1.31,0.648,0.94,3.66,2.2,1.23,0.37,1.86,2.06,11.69,1,0,0.256,1.07,0.6,0.2,24,11,0.686,1.52,2.25,3.78,0.527,0.513,21.67,152.16,1.86,1.16,103,93.1,15.45,76,191,78.25,4,22.22039699,International,0,0,0,0
Brook-Lopez,3,1,63.35,113.63,90.88,240,2008,27,26,30.7,0.468,0,0,5.67,0.789,2.85,5.33,1.37,0.59,2.07,2.44,2.15,19.3,9,0,0.327,0.64,0.28,0.49,20,7,0.741,3.01,1.52,4.53,0.537,0.468,34.09,125.69,4.11,1.33,113.3,96.9,27.78,84,268,89.5,2,20.1670089,NBA,11.91,5.02,16.93,44.72
Tristan-Thompson,2,1,65.52,115.5,89.56,60,2011,36,34,30.7,0.546,0,0,3.53,0.487,3.83,4,1.25,0.94,2.39,2.78,1.78,13.08,10,0,0.227,0.7,0.53,0.83,28,8,0.778,2.8,3.02,5.81,0.536,0.546,22.41,103.26,3.01,1.5,112.3,88.1,22.03,82,238,85.25,1,20.21902806,NBA,10.26,5.04,15.29,31.45
Tim-Hardaway-Jr,1,1,61.51,112.79,95.1,1,2011,35,35,30.7,0.42,2.17,0.367,2.6,0.765,0.77,3.03,1.69,0.97,0.14,1.94,1.29,13.86,1,0,0.257,1.31,0.76,0.31,21,14,0.6,2.9,1.72,4.62,0.557,0.52,25.38,155.14,0.58,1.28,112.5,99.4,19.46,78,205,79,3,21.21013005,NBA,5.43,2.41,7.84,27.79
Trevor-Booker,3,1,67.88,116.36,96.74,30,2009,32,32,30.7,0.571,0.28,0.409,3.25,0.707,3.34,6.38,1.69,1.47,1.94,1.69,1.84,15.34,13,0,0.266,0.92,0.8,0.44,23,9,0.719,3.9,2.43,6.33,0.612,0.585,22.16,168.76,2.22,1.48,125.7,90.1,28.3,80,228,81.75,4,22.51608487,NBA,4.01,3.75,7.76,30.13
Perry-Jones,3,1,65.63,116.01,94.72,51,2012,33,32,30.7,0.5,0.3,0.303,2.15,0.696,2.7,4.94,1.27,0.85,0.61,2.33,1.7,13.48,9,0,0.255,0.75,0.5,0.28,25,8,0.758,3.07,1.26,4.33,0.539,0.514,23.54,149.91,2.84,1.22,113.5,98.7,20.68,83,235,86.5,2,20.68720055,NBA,1.02,1.14,1.56,16.74
Dahntay-Jones,2,1,70.69,115.02,91.27,31,2003,33,30,30.7,0.47,1.42,0.398,4.24,0.749,1.39,4.06,0.88,1.15,0.55,3.06,1.91,17.67,2,0,0.253,0.46,0.6,0.44,26,7,0.788,3.3,2.01,5.31,0.572,0.526,26.24,161.73,3.99,1.38,116.4,94.6,20.81,78,225,81,4,22.4257358,NBA,0.92,0.66,1.42,19.01
Kent-Bazemore,2,2,60.41,110.04,95.38,124,2011,34,32,30.7,0.481,0.91,0.408,2.59,0.662,1.56,3.5,2.85,2.24,0.88,2.09,2.41,12.26,2,0,0.306,1.18,0.93,0.43,27,7,0.794,2.57,2.58,5.14,0.559,0.531,23.03,155.02,1.83,1.35,111.4,90.8,22.11,77,201,83.5,5,22.91854894,NBA,0.85,2.96,2.11,20.79
Justin-Cage,2,2,66.16,117.33,99.2,28,2007,34,34,30.7,0.567,0.38,0.382,3.88,0.75,2.44,2.94,1.41,0.62,0.62,2.26,1.53,10.5,3,0,0.181,0.92,0.4,0.94,25,9,0.735,3.43,1.55,4.98,0.66,0.602,16.2,169.92,1.95,1.91,130.4,100.7,17.79,78,225,82,4,21.9301848,International,0,0,0,0
Anthony-Gurley,1,2,66.5,98.36,99.68,21,2011,30,30,30.7,0.419,2,0.351,3.8,0.731,0.8,3.57,1.4,0.97,0.07,1.9,2.77,18.67,1,0,0.337,0.51,0.35,0.34,15,15,0.5,1.9,1.39,3.29,0.523,0.484,32.96,150.03,5.95,1.21,103.3,100.3,19.45,75,185,78.5,4,23.35934292,International,0,0,0,0
Kahiem-Seawright,2,2,67.66,113.74,101.48,22,2009,34,34,30.7,0.501,0,0,4,0.697,2.71,4.76,2.18,0.85,1,2.62,2.15,14.18,4,0,0.248,1.01,0.4,0.57,23,11,0.676,3.07,1.44,4.51,0.551,0.501,23.88,119.89,2.19,1.4,114.2,101.1,21.41,80,235,84.75,4,22.45585216,International,0,0,0,0
Rysheed-Jordan,1,1,66.71,110.7,97,75,2015,31,21,30.7,0.435,1.39,0.364,3.52,0.657,1.19,2.48,3.06,1.74,0.32,2.65,3,14.13,0,0,0.304,1.02,0.58,0.5,20,11,0.645,1.52,1.28,2.8,0.537,0.5,27.01,145.57,3,1.33,101.4,100.8,17.76,76,193,80.25,2,21.97672827,D-League,0,0,0,0
Adjehi-Baru,3,2,62.93,102.74,101.65,266,2013,35,35,30.7,0.504,0,0,3.14,0.647,2.63,5.69,0.63,0.43,1.26,2.37,1.94,9.77,7,0,0.172,0.32,0.22,0.74,24,11,0.686,1.85,1.95,3.8,0.55,0.504,18.86,115.14,5.16,1.49,106.4,94.6,16.97,81,225,89,4,23.47433265,International,0,0,0,0
Stephane-Lasme,2,2,70.65,109.12,96.76,21,2007,33,33,30.6,0.611,0,0,3.55,0.622,3.82,5.73,0.85,0.88,5.09,3.36,2.39,13.55,14,4,0.208,0.35,0.37,0.7,24,9,0.727,2.72,2.81,5.53,0.622,0.611,20.2,123.35,5.61,1.66,116.8,87.7,25.61,80,215,86.75,4,24.45448323,NBA,0.27,0.69,0.42,24.11
Josh-Carter,2,1,63.88,113.12,98.11,61,2009,34,33,30.6,0.433,2.26,0.399,3.09,0.847,1.06,3.26,1.74,0.82,0.24,1.41,1.12,13.76,0,0,0.246,1.55,0.74,0.38,24,10,0.706,3.98,1.26,5.23,0.602,0.55,21.02,167.91,0.13,1.42,129,102.8,20.83,79,195,83.5,4,22.52977413,International,0,0,0,0
Gerald-Robinson,1,1,61.48,104.7,98.74,257,2012,32,27,30.6,0.433,0.81,0.366,3.44,0.797,0.66,3.19,3.56,1.28,0.06,1.88,2.47,14.19,0,0,0.395,1.44,0.52,0.38,15,17,0.469,2.57,0.95,3.52,0.525,0.469,29.01,159.65,0.34,1.24,104.6,101.3,20.96,73,177,75.5,4,23.3045859,International,0,0,0,0
Paul-Harris,2,1,69.69,116.99,94.77,382,2009,37,36,30.6,0.494,0.27,0.227,3.43,0.756,2.41,5.65,2.16,1.03,0.7,1.92,2.11,12.03,9,0,0.215,1.03,0.49,0.54,27,10,0.73,2.85,2.13,4.98,0.568,0.51,19.9,147.68,2.07,1.43,114.5,96,19.5,76,230,84,3,22.62833676,International,0,0,0,0
Derwin-Kitchen,1,1,66.74,104.48,87.72,32,2011,34,34,30.6,0.494,0.79,0.355,2.26,0.755,1.5,4.26,3.56,1.65,0.09,1.32,2,10.41,4,0,0.298,1.78,0.82,0.4,23,11,0.676,2.58,2.69,5.27,0.587,0.547,17.42,160.42,1.18,1.4,117.4,89.6,18.98,76,204,81,4,25.21560575,International,0,0,0,0
Leon-Williams,2,2,63.18,109.66,102.1,179,2008,33,33,30.6,0.614,0.03,1,5.48,0.733,4.39,5.45,1.27,1.42,0.7,2.82,2.42,16.42,17,0,0.29,0.53,0.59,0.84,20,13,0.606,4.71,1.96,6.66,0.66,0.616,25.75,234.71,5.39,1.85,126.4,95.8,29.5,80,245,81.75,4,21.85626283,International,0,0,0,0
